deptAcronym,shortcode,uniqueId,department,projectName,description,totalBudget,estimatedCompletionDate,rawProvidedDate,yearsRemaining,originalDocumentOrder,source,asOfDate,isOver10M,isOver100M
ised,isc-web,ised-isc-web,"Innovation, Science and Economic Development Canada",Innovation Solutions Canada Web Platform,"Innovation Solutions Canada (ISC) Web Platform: This project will deliver a web platform model for the ISED Innovation Procurement Initiative, ISC.","$1,127,148","May 24, 2019","May 24, 2019",0.1,290,8555-421-2460,"May 1, 2019",0,0
ised,cipo-pit,ised-cipo-pit,"Innovation, Science and Economic Development Canada",CIPO Implementation of a Patent International Treaty,"Canadian Intellectual Property Office (CIPO) IT Implementation of a Patent International Treaty. This project will accomplish modifications to the
 existing IT environment to comply with recent leciislative amendments to align Canada's leciislation with an international treaty.","$5,727,228","December 31, 2019","December 31, 2019",0.7,291,8555-421-2460,"May 1, 2019",0,0
ised,cipo-ipdfm,ised-cipo-ipdfm,"Innovation, Science and Economic Development Canada",CIPO IP Document and File Management,"CIPO ITM IP Document and File Management (IPDFM): The IPDFM will provide an electronic, centralized repository to save and manage IP documents and files for all lines of business, providing CIPO with the ability to improve the quality of service as well as makes easier adherence to international treaties and organizations such as the World Intellectual Property Organization (WIPO) which are engaging the CIPO to be more
 technologically pro-active.","$4,592,194","December 31, 2019","December 31, 2019",0.7,292,8555-421-2460,"May 1, 2019",0,0
ised,copi-idit,ised-copi-idit,"Innovation, Science and Economic Development Canada",CIPO IT Implementation of an Industrial Design International Treaty,"CIPO IT Implementation of an Industrial Design International Treaty: This project will accomplish modifications to the existing IT environment to
 comply with recent legislative amendments to alicin Canada's legislation with an international treaty.","$8,430,453","February 28, 2020","February 28, 2020",0.8,293,8555-421-2460,"May 1, 2019",0,0
ised,wlm,ised-wlm,"Innovation, Science and Economic Development Canada",Workload Migration,"Data Centre Consolidation / Workload Migration (WLM): This project is part of the Shared Services Canada led initiative to consolidate Data Centres. Within ISED, all business applications will be assessed and categorized; then, migration planning and implementation will be performed.","$9,419,750","March 31, 2020","March 31, 2020",0.9,294,8555-421-2460,"May 1, 2019",0,0
ised,it-environment,ised-it-environment,"Innovation, Science and Economic Development Canada",IT Environment Modifications,"This project will accomplish modifications to the existing IT environment to comply with recent legislative amendments to align Canada's legislation
 with international treaty.","$25,391,108","June 1, 2020","June 1, 2020",1.1,295,8555-421-2460,"May 1, 2019",1,0
ised,cipo-e-filing,ised-cipo-e-filing,"Innovation, Science and Economic Development Canada",CIPO Electronic Filing of a Patent Application,"CIPO ITM Electronic Filing of a Patent Application: This project will produce improvements to E-commerce services for filing a patent application in the following areas: data integration of the web interface to supporting backend systems, automated validation and confirmation of submitted
 applications.","$1,967,458","June 30, 2020","June 30, 2020",1.2,296,8555-421-2460,"May 1, 2019",0,0
ised,adi-mobile,ised-adi-mobile,"Innovation, Science and Economic Development Canada",Accelerating Digital Innovation Mobile Channel,"Accelerating Digital Innovation - Mobile Channel: This project concerns the development of a mobile channel to facilitate navigation of the services for small business while leveraging the power of digital technologies on the mobile device: biometrics, camera, geoiocation, push notifications,
 alerts and security.","$3,399,923","August 30, 2020","August 30, 2020",1.3,297,8555-421-2460,"May 1, 2019",0,0
ised,ppmi-sap,ised-ppmi-sap,"Innovation, Science and Economic Development Canada",SAP ERP Procurement Process Modernization Initiative,"Procurement Process Modernization Initiative (PPMI): This project will result in the automation of procurement planning, management, payment
 and reportinq processes by leveraginq the electronic approval and processing capabilities within ISED's SAP ERP system.","$2,902,309","November 30, 2020","November 30, 2020",1.6,298,8555-421-2460,"May 1, 2019",0,0
ised,cipo-itm-bi,ised-cipo-itm-bi,"Innovation, Science and Economic Development Canada",CIPO ITM Corporate Business Intelligence,"CIPO ITM Corporate Business Intelligence: This project will deliver software solutions that will enable CIPO to integrate, analyse and provide
 business intelligence via a range of analysis tools.","$2,820,328","March 31, 2021","March 31, 2021",1.9,299,8555-421-2460,"May 1, 2019",0,0
ised,cipo-itm-online,ised-cipo-itm-online,"Innovation, Science and Economic Development Canada",myCIPO Online Services,"CIPO ITM myCIPO Online Services: This project will deliver a secure, single point of entry to departmental online services, allowing Innovators and
 Agents to view, download and upload IP information and interact with CIPO services.","$4,151,464","March 31, 2021","March 31, 2021",1.9,300,8555-421-2460,"May 1, 2019",0,0
ised,cipo-itm-search,ised-cipo-itm-search,"Innovation, Science and Economic Development Canada",CIPO ITM Smart Search,"CIPO ITM Smart Search: This project implements the ability to execute advanced searches of Intellectual Property related information (i.e. data
 and documentation) for both departmental and external parties.","$3,950,802","May 31, 2021","May 31, 2021",2.1,301,8555-421-2460,"May 1, 2019",0,0
ised,ccbr,ised-ccbr,"Innovation, Science and Economic Development Canada",Connecting Canada's Business Registries,"Connecting Canada's Business Registries: The purpose of the project is to develop a multi-jurisdictional registry access service that would result in a reduction of burden in the areas of multi-jurisdictional searches, registration, and reporting, as a commitment of the TB submission on the
 Internal trade.","$5,984,400","March 31, 2022","March 31, 2022",2.9,302,8555-421-2460,"May 1, 2019",0,0
ised,ip-marketplace,ised-ip-marketplace,"Innovation, Science and Economic Development Canada",IP Marketplace,"IP Marketplace: This project will result in the creation of an online ""one stop shop"" for firms to locate, access and acquire public sector IP and know
 how.","$2,478,766","March 31, 2022","March 31, 2022",2.9,303,8555-421-2460,"May 1, 2019",0,0
ised,cc-itr,ised-cc-itr,"Innovation, Science and Economic Development Canada",Corporations Canada IT Renewal,Corporations Canada IT Renewal: This project will replace the current application which is rapidly aging and unable to accommodate the digital strategies and directions that the department is implementing. It will enable better services to clients and increase operational efficiencies.,"$10,000,000","April 1, 2023","April 1, 2023",3.9,304,8555-421-2460,"May 1, 2019",0,0
ised,cipo-wmp,ised-cipo-wmp,"Innovation, Science and Economic Development Canada",CIPO Workplace Modernization Project,"CIPO Workplace Modernization Project: This project will provide a modern, connected, green, and healthy work environment by 2023 for all
 employees at Place du Portage Phase I.","$20,961,586","December 31, 2023","December 31, 2023",4.7,305,8555-421-2460,"May 1, 2019",1,0
ced,sap,ced-sap,Canada Economic Development for Quebec Regions,SAP Project,SAP Project (Common Solution Government of Canada),"$2,504,496","September 30, 2021","September 30, 2021",2.4,306,8555-421-2460,"May 1, 2019",0,0
statcan,mobility,statcan-mobility,Statistics Canada,Mobility Project,"Mobility Project: The Mobility project will provide the technical tools to modernize Statistics Canada's workforce and allow employees to
 be more flexible and efficient while improving our security posture.","$16,247,823","March 31, 2021","March 31, 2021",1.9,307,8555-421-2460,"May 1, 2019",1,0
statcan,wlm,statcan-wlm,Statistics Canada,Workload Migration,Cloud Enablement/Workload Migration: This project supports the implementation of a new cloud-first IT Infrastructure strategy.,"$37,310,469","March 31, 2022","March 31, 2022",2.9,308,8555-421-2460,"May 1, 2019",1,0
statcan,daas,statcan-daas,Statistics Canada,Data Analytics as a Service,"Data Analytics as a Service (DAaas): Data Analytics as a Service enables the delivery of business capabilities in a more agile, responsive manner.","$41,031,933","March 1, 2024","March 1, 2024",4.8,309,8555-421-2460,"May 1, 2019",1,0
justice,gcs,justice-gcs,Department of Justice Canada,Enterprise Grants and Contributions System,Enterprise Grants and Contributions System: this project is to replace the back-end legacy system with a new system using the GC Shared Case Management Solution and enhancing the external facing web portal. This project began in fiscal year 2016-17.,"$1,900,000","September 30, 2019","September 30, 2019",0.4,310,8555-421-2460,"May 1, 2019",0,0
justice,next-gen-litigation,justice-next-gen-litigation,Department of Justice Canada,Next Generation Litigation Software (eDiscovery),"Next Generation litigation Software: this project supports litigation renewal by providing legal professionals with new software tools for eDiscovery (the collection, processing, review and presentation of evidence in electronic form). This project began in fiscal year 2017-18.","$6,000,000","February 28, 2020","February 28, 2020",0.8,311,8555-421-2460,"May 1, 2019",0,0
justice,gcsi,justice-gcsi,Department of Justice Canada,Government of Canada Secret Infrastructure,"Justice Access to Government of Canada Secret Infrastructure: this project will provide the Department of Justice with access to the new Shared Services Canada secret network for the Government of Canada. This project began in fiscal year
 2015-16.","$4,300,000","March 31, 2020","March 31, 2020",0.9,312,8555-421-2460,"May 1, 2019",0,0
justice,sdm,justice-sdm,Department of Justice Canada,Justice Canada Service Desk Modernization,"Justice Canada Service Desk Modernization: this project will put in place a primarily ""insourced"" service desk solution, including a Justice-managed service desk and on-site support services for the National Capital Region. This project began in fiscal year 2018-19.","$2,100,000","March 31, 2020","March 31, 2020",0.9,313,8555-421-2460,"May 1, 2019",0,0
