deptAcronym,shortcode,uniqueId,department,latestProjectName,latestDescription,numOfEntries,originalBudget,latestBudget,originalBudgetSource,latestBudgetSource,originalEstimatedCompletionDate,latestEstimatedCompletionDate,originalEstimatedCompletionDateSource,latestEstimatedCompletionDateSource,budgetDelta,budgetDeltaPercentage,datesDelta,estimatedStatus,isOver10M,isOver100M
ised,mygchr,ised-mygchr,"Innovation, Science and Economic Development Canada",MyGCHR,"On-boarding to My GCHR (GC HRMS v9.1} , This project involves transitioning our IC HRMS (PeopleSoft} version 8.9 to a Government of Canada single instance of PeopleSoft version 9.1, now named My GCHR. Instead of hosting our own ISED system, this standardized GC system will be centrally hosted (by SSC or PWGSC} and. accessed by many departments/agencies.",1,1426705,1426705,2016,2016,2016-01-31,2016-01-31,2016,2016,,,,completed,0,0
ised,myitb,ised-myitb,"Innovation, Science and Economic Development Canada",MyITB,"Industry Sector is the project lead (designed and developed by CIO) to build a bilingual web application MyITB for external stakeholders to report on their ITB obligations. Benefits will include, transparency & accountability, better data quality, enhanced operational efficiency, and improved stakeholder relationships.",1,1903000,1903000,2022,2022,2022-11-30,2022-11-30,2022,2022,,,,new,0,0
ised,nuans,ised-nuans,"Innovation, Science and Economic Development Canada",NUANS Corporate Name Search Information Technology Modernization,"Small Business, Tourism and Marketplace Services (SBTMS) Sector: NUANS Corporate Name Search Information Technology Modernization Replace the current NUANS technology solution; procure hosting and operations services via a competitive contract. NUANS is an online tool used to ensure that names proposed for new corporations do not conflict with those that are already in use. NUANS is used by the private and public sector for federal and most provincial and territorial corporate registries.",1,1652784,1652784,2016,2016,2016-09-30,2016-09-30,2016,2016,,,,completed,0,0
ised,osb-tlp,ised-osb-tlp,"Innovation, Science and Economic Development Canada",Office of the Superintendant of Bankrupcy Trustee Licensing,"Small Business, Tourism and Marketplace Services (SBTMS} Sector: Office of the Superintendant of Bankrupcy (OSB) Trustee Lic nsing The OSB wishes to automate the Trustee Licensing process and offer a paperless self-serve system whereby private sector Trustees could apply, monitor the application status, manage changes to their licence and pay annual fees from one electronic location.",1,1470330,1470330,2016,2016,2017-03-31,2017-03-31,2016,2016,,,,completed,0,0
ised,ppmi-sap,ised-ppmi-sap,"Innovation, Science and Economic Development Canada",Procurement Process Modernization Initiative (PPMI),"This initiative will allow for electronic approvals of various requirements of the Financial Administration Act (FAA) such as Section 32 (pre-approval), Section 41 (approval of goods and services contracts) and Section 34 (confirmation of good and services), by employees with the appropriate delegated authorities. This initiative will allow the department to offer self-paced elearning to employees, fully digitize it's payment process as well as safeguarding the electronic invoices and supporting documentation electronically, and monitor Section 34 approvals to ensure timely payment issuance (section 33 of the FAA).",2,2902309,4809522,2019,2022,2020-11-30,2022-10-31,2019,2022,1907213,65.71,1.92,behind schedule,0,0
ised,sam-cloud,ised-sam-cloud,"Innovation, Science and Economic Development Canada",Spectrum Cloud Platform,"Following Budget 2019, funds were allocated to ISED to prepare for the next generation of wireless technologies. Part of those funds are being use to leverage new technologies, like cloud computing, in order to deliver improved intelligence and data on spectrum usage in Canada and to help resolve interference as technologies become more complex. The Spectrum Cloud Platform will allow ISED to assess in more detail where spectrum is not being used and allow for development of new policies that would make opportunities for new users in those areas (e.g., rural and Indigenous communities), as well as bring tools that help the regions do their field work, which is centered around investigating noncompliance (interference, unlicensed use, etc.) . This platform will also set the stage for automating spectrum management so that Canadians are provided access to quality spectrum in an efficient manner, which allows operators to provide quality services.",1,24935046,24935046,2022,2022,2024-03-31,2024-03-31,2022,2022,,,,new,1,0
ised,sam-csi,ised-sam-csi,"Innovation, Science and Economic Development Canada",Spectrum Applications Modernization Commercial Software Implementation,Spectrum Applications Modernization-Commercial Software Implementation (SAM-OSI) The Spectrum Applications Modernization-Commercial Software Implementation (SAM-CSI) project was created to replace aging IT applications so as to ensure the integrity of key functions in the Spectrum Management Program. After significant research and analysis the recommendation to move to a Commercial Off The Shelf(COTS) product was approved.,1,46403824,46403824,2016,2016,2016-06-30,2016-06-30,2016,2016,,,,completed,1,0
ised,wlm,ised-wlm,"Innovation, Science and Economic Development Canada",Workload Migration (WLM),This initiative will accomplish the migration and transformation of all ISED business systems (approximately 247) to the public Cloud or Shared Services Canada (SSC) Enterprise Data Center). This initiative aligns with the Government of Canada/Treasury Board Secretariat (GC / TBS) Cloud First Policy to enable and enhance service delivery for Canadians.,3,2353584,21782447,2016,2022,2020-03-31,2024-03-31,2016,2022,19428863,825.5,4,behind schedule,1,0
ised,wri,ised-wri,"Innovation, Science and Economic Development Canada",Web Renewal Initiative,"Government of Canada (GC) Web Renewal Initiative TBS is leading a government-wide initiative to consolidate all 1500 GC websites to one website: Canada.ca. ISED has been designated as the theme lead for three major sections of the website: the Business and industry section, the Money and finance section and the Science and innovation section.",1,3216974,3216974,2016,2016,2018-01-31,2018-01-31,2016,2016,,,,completed,0,0
ised,wri-a11y,ised-wri-a11y,"Innovation, Science and Economic Development Canada",Web Renewal and Accessibility,"Web Renewal and Accessibility Remediation of departmental applications, remediation of e-Forms, .pdf and html content, applying ROT (redundant, outdated, trivial) principles to existing content during remediation",1,2238536,2238536,2016,2016,2017-09-30,2017-09-30,2016,2016,,,,completed,0,0
ised,wri-interop,ised-wri-interop,"Innovation, Science and Economic Development Canada",Web Interoperability,Web Interoperability Implementing the TBS Standard on Web Interoperability which includes: - Converting RSS feeds to Atom - Encoding Web pages and Web feeds in UTF-8 - Coding Web pages in HTML5 or later - Applying HTML data http://www.tbs-sct.gc.ca/pol/doc-eng.aspx?id=25875,1,1830192,1830192,2016,2016,2017-09-30,2017-09-30,2016,2016,,,,completed,0,0
justice,bis,justice-bis,Department of Justice Canada,Business Intelligence System,Business Intelligence System: this is a foundational project that generates legal services statistics. The Bl system combines data from multiple systems to generate reports and dashboards that guide decision making. The project began in fiscal year 2015-16.,1,2100000,2100000,2016,2016,2017-07-31,2017-07-31,2016,2016,,,,completed,0,0
justice,da,justice-da,Department of Justice Canada,Digital Adoption,"Digital Adoption: this project aims to increase the Department's digital skills and literacy, capabilities, and application of best practices in the areas of digital information management, collaborative development, management and use of digital documents; improve digital internal communications related to IM-IT change management; and increase adoption of information systems (technology) across al! programs within the Department. This project began in fiscal year 2019-20.",1,3200000,3200000,2019,2019,2021-03-31,2021-03-31,2019,2019,,,,completed,0,0
justice,dls-network,justice-dls-network,Department of Justice Canada,Departmental Legal Services Units (DLSU) Connectivity,"Provide DLSUs with full connectivity to the JUS network, using Justice devices. Business outcomes include: connecting JUS employees in every office to the JUS network, including regional offices (except in cases where the host department has a heightened security environment that does not allow such connectivity), and ensuring every office that is directly connected will have its JUS-owned information migrated to the JUS network.",3,8300000,10400000,2016,2022,2019-03-31,2025-03-31,2016,2022,2100000,25.3,6,behind schedule,1,0
justice,dw,justice-dw,Department of Justice Canada,Digital Workspace Technical Platform,"Digital Workspace: This project will provide the department with a single technical platform for document creation, collaboration, search and retrieval that integrates with other departmental systems and that allows the adoption of digital business lorocesses. The oroiect beoan in fiscal vear 2014-15.",1,4800000,4800000,2016,2016,2018-03-31,2018-03-31,2016,2016,,,,completed,0,0
